6,8,9,14,17,18,19,22,24,25,28,29,31,32,44,45,50,55,58,64,70,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,120,121,122,123,124,131,132,133,134,135,136,weekday_5,13_one_hot_A0,13_one_hot_A1,13_one_hot_A2,13_one_hot_A3,13_one_hot_A4,13_one_hot_A5,13_one_hot_nan,15_one_hot_A1,15_one_hot_A3,15_one_hot_nan,16_one_hot_A0,16_one_hot_A1,16_one_hot_A2,16_one_hot_nan,20_one_hot_A0,20_one_hot_A1,20_one_hot_nan,21_one_hot_AA01,21_one_hot_AB01,21_one_hot_AB13,21_one_hot_nan,26_one_hot_A1,26_one_hot_A2,26_one_hot_A3,26_one_hot_nan,27_one_hot_A211,27_one_hot_A220,27_one_hot_nan,30_one_hot_A1.0,30_one_hot_A2.0,30_one_hot_A3.0,30_one_hot_A6.0,30_one_hot_A7.0,30_one_hot_A8.0,30_one_hot_A99.0,30_one_hot_Anan,30_one_hot_nan,33_one_hot_A0,33_one_hot_AD1,33_one_hot_AD12,33_one_hot_AD2,33_one_hot_AD5,33_one_hot_AD6,33_one_hot_AD7,33_one_hot_Anan,33_one_hot_nan,34_one_hot_A0.0,34_one_hot_A1.0,34_one_hot_Anan,34_one_hot_nan,35_one_hot_A2,35_one_hot_A4,35_one_hot_A5,35_one_hot_AA,35_one_hot_AB,35_one_hot_AC,35_one_hot_AK,35_one_hot_AN,35_one_hot_AP,35_one_hot_AQ,35_one_hot_AS,35_one_hot_nan,36_one_hot_A,36_one_hot_A0,36_one_hot_A1,36_one_hot_Anan,36_one_hot_nan,38_one_hot_A0,38_one_hot_A1,38_one_hot_nan,39_one_hot_A0,39_one_hot_A1,39_one_hot_nan,40_one_hot_A0,40_one_hot_A1,40_one_hot_nan,66_one_hot_AA1-V4-1,66_one_hot_AA2-V4-1,66_one_hot_AA3-V4-1,66_one_hot_AA4-V4-1,66_one_hot_AA5-V4-1,66_one_hot_AA6-V4-1,66_one_hot_Anan,66_one_hot_nan,69_one_hot_A0,69_one_hot_A1,69_one_hot_nan,72_one_hot_A1,72_one_hot_A5,72_one_hot_nan,73_one_hot_A1,73_one_hot_A5,73_one_hot_nan,74_one_hot_A1,74_one_hot_A5,74_one_hot_nan,76_one_hot_AA1,76_one_hot_AA2,76_one_hot_AA3,76_one_hot_AA4,76_one_hot_AA5,76_one_hot_AA6,76_one_hot_Anan,76_one_hot_nan,77_one_hot_AA1,77_one_hot_AA2,77_one_hot_AA3,77_one_hot_AA4,77_one_hot_AA5,77_one_hot_AA6,77_one_hot_Anan,77_one_hot_nan,78_one_hot_AA1,78_one_hot_AA3,78_one_hot_Anan,78_one_hot_nan,81_one_hot_A,81_one_hot_A1,81_one_hot_A2,81_one_hot_A3,81_one_hot_A4,81_one_hot_A5,81_one_hot_A6,81_one_hot_A7,81_one_hot_A8,81_one_hot_A9,81_one_hot_Anan,81_one_hot_nan,6_outlier,8_outlier,9_outlier,14_outlier,22_outlier,24_outlier,29_outlier,32_outlier,70_outlier,84_outlier,89_outlier,94_outlier,97_outlier,101_outlier,102_outlier,104_outlier,105_outlier,107_outlier,108_outlier,110_outlier,111_outlier,113_outlier,114_outlier,122_outlier,131_outlier,132_outlier,134_outlier,135_outlier,136_outlier,标签
0,31,2949.0,34,23,155,1,10000,6,3791,5,1.598,72800,41350.4,80,547,1,0,0,3,1,23,247,35,1,11,23,247,35,1,11,23,246,35,1,11,12,1,1282.65,100.0,1,845.59,41350.4,1,53.55,20000,1,68.85,40000,0,0.0,0.0,1,1,0,0,23,247,35,1,11,10,6,756,25,8,2535.572,5,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0,1,0,0,0,1,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1,0,0.0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,6,7,6,0,7,5,4,0,5,5,5,8,8,7,5,5,10,9,7,7,0,0,5,5,7,7,4,9,1
0,31,729.69,65,11,59,1,10000,4,1054,7,1.298,41900,29581.4,15,141,0,0,3,3,1,18,184,34,1,5,18,184,34,1,5,18,183,34,1,5,4,1,633.17,100.0,0,0.0,0.0,1,1.34,1000,0,0.0,0,0,0.0,0.0,0,0,0,0,18,184,34,1,5,24,3,3016,1,10,949.981,5,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,1,0,0,0,1,0,0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1,0,0.0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,6,3,9,0,5,3,4,0,5,5,5,4,4,7,3,3,4,4,4,4,0,0,5,8,5,0,7,6,1
0,4,2168.05,3,6,36,1,0,1,4423,5,1.368,57800,53638.4,97,631,0,0,1,3,1,6,57,37,1,9,6,57,37,1,9,6,57,37,1,9,5,1,965.12,50.0,1,900.56,53638.4,0,0.0,0,0,0.0,0,0,0.0,0.0,0,1,0,0,6,58,37,1,9,8,2,1586,25,8,342.0,5,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0,0,1,0,0,1,0,0,0,0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1,0,0.0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,4,6,4,0,4,4,5,0,5,5,5,5,6,4,6,5,4,4,4,4,0,0,5,4,4,7,4,5,1
0,46,2227.65,34,24,157,1,10000,8,3934,5,1.39,149000,63176.0,84,567,0,0,3,3,1,22,231,46,0,12,22,231,46,0,12,22,230,46,0,12,15,1,709.72,100.0,1,757.92,63176.0,1,61.74,100000,1,58.8,200000,1,92.87,63176.0,1,1,1,0,22,231,46,0,12,6,2,615,25,10,215.174,5,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0,1,0,0,0,1,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0.0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,8,6,6,0,8,4,5,0,7,7,7,10,4,7,5,5,11,11,7,11,11,11,7,4,4,7,7,4,1
0,1,360.91,35,32,240,1,1000,1,1985,5,1.598,104900,91053.2,26,235,0,0,0,3,31,32,359,27,1,3,32,359,27,1,3,32,358,27,1,3,2,1,313.83,100.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,32,359,27,1,3,10,6,2216,17,9,3392.0,5,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0,0,1,0,0,1,0,0,0,0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1,0,0.0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,4,2,7,0,4,5,6,11,3,3,3,3,2,7,3,3,4,4,4,4,0,0,3,5,7,3,5,11,1
0,1,2033.93,34,23,175,1,10000,3,206,5,1.591,104800,82163.2,5,41,0,0,2,2,1,17,156,33,1,8,17,156,33,1,8,17,155,33,1,8,9,1,897.96,100.0,1,786.64,82163.2,1,18.74,10000,1,48.2,40000,0,0.0,0.0,0,1,0,0,17,156,33,1,8,35,5,712,19,10,920.346,5,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0,1,0,0,0,1,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1,0,0.0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,4,5,6,0,5,5,6,0,4,4,4,7,6,7,5,6,6,7,6,7,0,0,4,10,6,4,7,6,0
0,1,2562.97,3,33,252,1,0,3,3409,7,1.7919999999999998,67900,53233.6,77,497,1,0,0,1,31,33,376,47,1,9,33,376,47,1,9,33,375,47,1,9,5,1,1098.41,50.0,1,1106.22,53233.6,0,0.0,0,0,0.0,0,0,0.0,0.0,0,1,0,0,33,376,47,1,9,10,6,1777,25,8,1549.0,5,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0,1,0,0,1,0,0,0,0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1,0,0.0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,4,6,4,0,5,6,5,11,7,7,7,5,7,4,6,5,4,4,4,4,0,0,7,5,7,7,4,7,1
17,0,46.0,3,35,262,1,10000,7,3213,5,1.796,448000,222208.0,71,458,0,0,0,1,1,35,393,35,0,3,35,393,35,0,3,35,392,35,0,3,2,0,0.0,0.0,0,0.0,0.0,1,40.0,10000,0,0.0,0,0,0.0,0.0,0,0,0,0,35,393,35,0,3,18,6,3178,20,9,290.441,5,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0,1,0,0,0,1,0,0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1,0,0.0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0,11,4,2,4,0,7,6,11,0,5,5,5,3,0,2,3,3,9,7,4,4,0,0,5,6,7,4,5,5,0
0,1,1405.4,34,1,2,1,0,1,4626,5,1.751,191900,178083.2,100,655,1,0,0,3,1,1,2,54,1,4,1,2,54,1,4,1,2,54,1,4,2,1,1222.09,100.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,1,2,54,1,4,26,11,302,25,8,1437.409,5,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0,0,1,0,0,1,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1,0,0.0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,4,4,6,0,4,6,9,0,8,8,8,3,8,7,3,3,4,4,4,4,0,0,8,8,10,7,4,7,0
0,31,2103.02,65,11,59,1,10000,1,872,7,1.497,100900,86975.8,13,111,0,0,2,2,1,11,103,40,1,6,11,103,40,1,6,11,102,40,1,6,4,1,820.75,100.0,1,1007.97,86975.8,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,11,103,40,1,6,11,3,3198,25,10,3301.128,5,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,1,0,0,0,1,0,0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1,0,0.0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,6,5,9,0,4,4,6,0,6,6,6,4,5,7,6,6,4,4,4,4,0,0,6,5,5,7,7,11,1
0,75,988.0,3,35,262,1,10000,9,2797,5,1.342,38000,13148.0,50,370,0,0,2,3,1,35,387,67,1,7,35,387,67,1,7,35,386,67,1,7,6,1,794.86,50.0,0,0.0,0.0,1,17.85,10000,1,46.42,40000,0,0.0,0.0,0,0,0,0,35,387,67,1,7,7,3,2467,25,8,943.671,5,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,1,0,0,0,1,0,0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0,0,0.0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,10,4,4,0,9,3,3,0,10,10,10,5,5,4,3,3,6,7,6,7,0,0,10,4,5,7,4,6,1
